"","mRNA_wt_rep1","mRNA_wt_rep2","mRNA_mt_rep1","mRNA_mt_rep2","Ribo_wt_rep1","Ribo_wt_rep2","Ribo_mt_rep1","Ribo_mt_rep2","gene_length"
"YJR152W",576,426,365,267,61,76,91,89,1572
"YJR153W",22,21,17,6,17,15,10,16,1026
"YJR154W",131,97,89,70,45,37,28,49,981
"YJR155W",202,155,133,162,18,36,20,29,807
"YKL222C",351,253,337,266,88,93,89,97,2058
"YKL220C",399,282,392,338,50,48,22,22,2076
"YKL218C",457,337,315,287,1159,1152,439,485,921
"YKL215C",1493,1096,481,373,2455,2433,348,325,3801
"YKL214C",295,217,197,139,1310,1194,411,381,552
"YKL213C",1446,1134,807,780,3529,3513,982,1012,2088
"YKL211C",1211,750,407,378,3427,3241,643,507,1395
"YKL209C",5880,3977,5415,3537,4830,4946,2523,1444,3813
"YKL206C",757,504,361,304,1922,1646,641,744,744
"YKL203C",2171,1442,1060,808,1085,962,274,179,7365
"YKL201C",1809,1241,590,457,1964,1710,380,278,3477
"YKL198C",524,290,234,176,491,496,169,174,1929
"YKL197C",1054,750,465,465,1054,967,336,322,3072
"YKL196C",1170,908,557,357,5458,5267,1555,1429,543
"YKL194C",510,397,176,175,950,892,193,187,1329
"YKL193C",664,602,581,487,2286,2562,882,1200,957
"YKL192C",1610,983,548,468,10938,10191,3535,3185,318
"YKL188C",268,186,236,208,63,32,38,61,2502
"YKL187C",180,121,92,113,80,166,68,125,2193
"YKL186C",452,344,406,345,1291,1366,596,614,495
"YKL179C",1070,832,632,592,1805,1789,477,479,1980
"YKL178C",300,181,77,78,340,408,81,130,1353
"YKL176C",1240,843,1053,716,230,215,231,188,2427
"YKL174C",974,670,594,351,1024,1009,382,367,1797
"YKL169C",32,20,36,33,3,4,8,8,324
"YKL168C",574,431,363,389,862,922,362,474,2115
"YKL167C",467,387,315,272,1778,1933,788,1045,354
"YKL166C",536,383,312,240,1197,1132,313,266,1137
"YKL165C-A",246,159,226,161,77,70,100,112,174
"YKL165C",4279,2973,547,269,5270,4640,223,137,2700
"YKL164C",4665,3058,2039,2174,30262,27448,7584,8997,966
"YKL162C",206,139,150,122,351,336,204,238,1149
"YKL161C",399,319,564,480,135,150,169,207,1242
"YKL159C",105,70,73,78,438,413,231,241,576
"YKL155C",685,470,309,202,1295,1249,272,246,1827
"YKL152C",57084,38099,11598,8921,248817,228921,31997,24789,684
"YKL151C",2196,2147,1298,1780,8626,10294,2993,4370,954
"YKL149C",367,250,265,170,366,407,142,126,1158
"YKL148C",959,642,547,570,3100,2844,1078,1199,1863
"YKL144C",271,187,208,105,834,890,343,344,579
"YKL138C-A",230,180,145,98,923,1002,354,350,150
"YKL138C",313,319,148,110,1511,1553,318,324,336
"YKL135C",1380,1011,953,684,2315,2169,834,742,2121
"YKL134C",743,476,270,219,930,769,208,175,2259
"YKL133C",290,220,242,192,186,219,69,123,1332
"YKL132C",128,85,74,68,32,24,13,22,1233
"YKL130C",637,497,482,318,1315,1242,582,675,681
"YKL129C",1904,1516,713,758,3624,3986,668,666,3759
"YKL128C",906,672,561,486,2247,2103,972,964,828
"YKL122C",415,315,291,200,2255,2108,806,762,444
"YKL119C",496,392,286,186,1150,1086,400,358,588
"YKL116C",461,352,227,176,684,535,162,108,1497
"YKL113C",488,324,135,119,1015,867,194,113,1089
"YKL110C",524,334,235,221,884,809,219,195,882
"YKL106C-A",63,31,36,33,26,21,19,12,60
"YKL105C",594,455,320,304,1119,1060,326,348,3339
"YKL104C",6413,4760,2519,2221,10394,10646,2736,2615,2094
"YKL103C",2463,2183,1208,1468,13629,14524,3405,4367,1485
"YKL102C",31,36,3,13,31,15,43,34,246
"YKL100C",1991,1546,1203,1007,3057,3229,993,1179,1704
"YKL099C",394,237,280,177,1021,938,471,330,693
"YKL092C",819,541,445,285,529,512,191,148,3255
"YKL091C",732,657,553,731,3479,4191,1483,2842,873
"YKL087C",436,415,256,183,2471,2443,534,567,615
"YKL082C",394,483,436,396,1656,1636,574,487,1245
"YKL075C",561,437,440,381,818,728,467,542,1293
"YKL074C",599,448,300,227,1524,1491,399,414,1524
"YKL065C",1365,1321,1308,1122,5094,5415,2390,3184,561
"YKL063C",689,497,472,441,1570,1673,743,837,444
"YKL060C",83909,54924,23006,18025,378731,335369,67873,56610,1020
"YKL059C",339,232,170,142,1294,1168,301,295,1266
"YKL057C",2854,1852,1739,870,2056,2004,567,496,3054
"YKL056C",9471,6122,6431,3961,32865,26612,13393,10919,444
"YKL055C",199,109,105,58,200,218,72,77,777
"YKL054C",5297,4056,1450,1191,42481,45944,1996,1998,2157
"YKL053C-A",497,392,273,151,2397,2455,651,678,201
"YKL052C",310,227,266,275,734,690,301,314,819
"YKL050C",249,157,139,108,18,19,14,24,2709
"YKL049C",160,107,87,73,906,818,212,212,630
"YKL048C",432,319,273,129,364,349,110,80,1863
"YKL046C",1577,1128,730,589,3304,2863,754,708,1290
"YKL040C",731,581,448,311,1564,1533,503,504,711
"YKL036C",1,3,12,1,9,3,12,8,333
"YKL032C",699,468,531,563,2965,2732,1141,1159,1734
"YKL029C",1847,1257,485,378,4347,4107,738,591,1950
"YKL026C",205,174,165,166,411,517,131,183,444
"YKL025C",991,636,417,401,2037,2064,585,622,1980
"YKL024C",1001,622,307,234,3516,2927,326,283,555
"YKL022C",830,555,325,325,1320,1212,301,289,2463
"YKL021C",706,459,477,314,1067,1022,543,490,1347
"YKL020C",1664,1081,1143,1057,1852,1778,771,799,3189
"YKL018C-A",66,106,90,53,514,469,304,295,240
"YKL017C",361,242,211,204,384,481,191,216,1992
"YKL016C",1510,873,856,633,7435,7172,2285,2054,465
"YKL014C",2490,1682,1664,976,1555,1214,448,278,5235
"YKL013C",1517,1107,1190,753,4758,4761,2196,2224,456
"YKL011C",359,260,299,196,350,401,248,310,1002
"YKL010C",2384,1704,1518,1400,2164,2445,622,689,4392
"YKL008C",1340,890,1777,1155,2428,2256,1500,1586,1197
"YKL006C-A",229,207,198,151,781,782,350,325,375
"YKL005C",617,481,415,445,965,972,332,400,1725
"YKL003C",428,345,222,167,1287,1155,405,437,336
"YKL001C",344,239,123,83,242,264,44,45,549
"YKR001C",3205,2250,1143,978,11439,10329,1809,1716,2055
"YKR004C",273,176,255,163,199,204,158,144,1178
"YKR005C",156,97,106,70,89,114,46,58,1587
"YKR006C",620,475,326,172,2173,2230,392,317,735
"YKR009C",312,171,198,167,333,369,210,309,2643
"YKR010C",496,365,296,237,653,508,264,258,2256
"YKR011C",990,832,355,309,3888,4373,447,644,1002
"YKR012C",43,36,26,38,11,15,26,5,318
"YKR014C",1037,836,827,714,3269,3206,1696,1836,645
"YKR015C",47,28,33,27,1,9,6,2,1647
"YKR017C",348,269,343,239,219,163,127,119,1596
"YKR018C",2511,1897,1176,1221,4854,4263,1437,1470,2118
"YKR019C",227,136,100,135,589,509,174,188,1788
"YKR022C",289,266,182,152,313,350,90,93,909
"YKR024C",625,382,368,267,1160,1015,357,298,2169
"YKR026C",1022,616,687,472,1733,1644,645,539,858
"YKR029C",407,329,325,285,834,807,327,333,2196
"YKR031C",1521,1050,722,644,812,796,244,192,4992
"YKR036C",618,389,401,329,317,277,173,171,1872
"YKR037C",319,210,184,136,540,495,181,188,828
"YKR038C",1143,787,691,664,1999,1686,762,762,1101
"YKR040C",1,2,0,2,3,1,2,5,444
"YKR043C",861,514,421,364,4171,3404,1340,1143,756
"YKR045C",614,369,412,343,568,596,321,294,492
"YKR046C",2709,2225,2068,2081,13847,13910,5817,6018,792
"YKR048C",1580,1196,867,844,11168,10426,3501,3337,1194
"YKR049C",347,304,257,319,2085,2262,1016,1260,342
"YKR052C",699,505,414,374,683,724,256,332,855
"YKR053C",105,68,74,51,58,34,32,26,1155
"YKR054C",3130,1930,1754,1324,528,551,263,198,12219
"YKR063C",367,273,211,179,471,413,263,206,1449
"YKR065C",1078,673,453,326,4479,4079,1261,1331,534
"YKR066C",1455,1079,807,862,6428,6015,2749,3201,1026
"YKR068C",653,475,425,247,1545,1566,818,770,522
"YKR071C",877,655,563,321,3020,2952,708,644,987
"YKR072C",607,424,356,317,1670,1638,408,460,1629
"YKR075C",49,41,16,8,154,167,42,43,864
"YKR079C",1214,843,822,581,909,889,350,301,2457
"YKR081C",709,556,490,321,2156,1820,774,606,975
"YKR083C",128,116,78,65,349,300,123,137,342
"YKR084C",1186,961,587,492,3286,3189,864,788,1776
"YKR085C",572,364,253,185,2291,2267,672,584,528
"YKR087C",440,328,294,198,954,926,402,477,978
"YKR088C",657,429,425,248,915,834,324,298,954
"YKR089C",1614,1233,1358,1538,2137,2256,1355,1584,2673
"YKR092C",1302,866,859,609,5242,3953,1665,1276,1161
"YKR094C",7696,4670,5973,3914,41605,33639,22853,19840,695
"YKR098C",437,335,266,290,316,373,150,192,2094
"YKR100C",955,721,848,694,1418,1383,838,883,1008
"YKL221W",69,57,82,68,110,114,41,63,1362
"YKL219W",549,466,511,315,743,644,356,356,1164
"YKL217W",26,11,25,27,28,19,23,24,1791
"YKL216W",1122,643,385,239,3520,2645,729,641,885
"YKL212W",2937,2033,1365,1300,8888,8305,2753,2415,1812
"YKL210W",10148,6978,2208,1744,27393,26210,2409,1969,3015
"YKL208W",229,156,149,148,370,399,197,185,756
"YKL207W",816,594,477,378,2349,2037,851,772,702
"YKL205W",2346,1533,1392,948,1635,1524,564,444,3243
"YKL204W",1070,718,512,512,4963,4954,1327,1328,1839
"YKL195W",1453,1483,569,595,8289,8168,1103,1277,1152
"YKL191W",723,419,295,231,1020,813,258,208,1545
"YKL190W",764,590,456,415,2719,2741,1071,1136,544
"YKL189W",570,393,325,329,1059,1059,356,452,1140
"YKL185W",1599,1118,1032,970,2284,2180,1281,1346,1707
"YKL184W",1222,804,641,462,2965,2753,866,778,1341
"YKL183W",239,130,171,143,578,570,278,347,861
"YKL182W",23891,13959,6713,4407,30002,22781,2755,1329,6096
"YKL181W",2266,1464,1579,1079,4598,3872,2165,1826,1224
"YKL180W",7201,4277,5063,3486,38576,32295,17990,14800,801
"YKL175W",1461,947,881,703,2668,2350,1040,1046,1452
"YKL173W",906,690,654,589,1268,1234,509,548,2967
"YKL172W",671,701,585,425,3738,3281,1154,788,1224
"YKL171W",575,422,206,145,394,413,75,86,2727
"YKL170W",303,246,204,160,1356,1415,486,561,357
"YKL163W",1520,1113,1445,1616,7601,7339,4098,5594,918
"YKL160W",530,377,342,229,1849,1874,750,733,378
"YKL157W",4798,3374,1560,1279,11790,10910,1590,1393,3182
"YKL156W",3101,1952,2556,1579,10015,8902,5106,4726,540
"YKL154W",441,327,223,129,768,720,205,209,675
"YKL153W",0,1,2,2,4,11,4,2,450
"YKL150W",2841,2159,1576,1905,10027,11179,2598,4727,849
"YKL146W",918,608,403,402,1966,1793,407,412,2019
"YKL145W",2314,1855,804,741,10368,9788,1538,1436,1344
"YKL143W",386,285,264,171,1211,1019,367,269,1332
"YKL142W",2701,2265,1814,1966,14868,15330,5379,7111,600
"YKL141W",935,639,807,436,4010,3652,1863,1873,537
"YKL140W",947,745,674,520,1412,1496,591,707,1587
"YKL139W",655,556,454,368,1051,1279,503,557,1527
"YKL137W",489,390,231,144,1449,1401,428,539,276
"YKL127W",802,470,238,203,1864,1568,232,211,1653
"YKL126W",1716,1299,873,747,3643,3356,946,1039,1983
"YKL125W",1403,908,976,870,1650,1584,1155,1250,1824
"YKL124W",524,341,282,292,836,728,297,344,1680
"YKL121W",622,463,387,426,474,503,169,180,2499
"YKL120W",579,295,245,201,447,380,56,58,915
"YKL118W",10,4,3,6,8,7,4,5,252
"YKL117W",3419,2603,1372,999,23036,21945,4363,4327,591
"YKL112W",1586,1091,942,774,3867,3681,1097,1025,2136
"YKL109W",1155,749,756,586,1727,1598,635,635,1605
"YKL108W",249,149,130,101,488,546,166,164,1302
"YKL107W",19,24,11,16,62,90,31,43,870
"YKL106W",1459,1027,627,416,1503,1439,514,422,1296
"YKL101W",2459,1580,735,458,1669,1122,157,66,4497
"YKL098W",234,183,168,189,273,275,147,155,1014
"YKL096W-A",9852,7080,8034,3402,56202,48075,27729,21568,219
"YKL096W",2100,1813,1369,2173,15011,15979,6287,10631,660
"YKL094W",789,589,543,517,1993,1929,899,1220,882
"YKL093W",33,34,16,44,160,172,47,79,960
"YKL090W",199,164,123,111,275,277,74,82,1272
"YKL089W",286,207,93,105,547,466,128,110,1590
"YKL088W",609,456,356,312,2030,1952,522,546,1656
"YKL086W",59,53,96,115,970,1037,741,1298,324
"YKL085W",2018,1487,468,565,12971,12467,1606,2156,945
"YKL084W",501,400,133,153,555,441,120,139,291
"YKL081W",5883,3602,2188,1626,19036,14803,4047,2902,1505
"YKL080W",4078,2486,1886,1143,7980,7386,2254,1874,1119
"YKL079W",998,717,879,944,1141,1115,534,586,1911
"YKL078W",313,189,122,80,246,173,81,55,2148
"YKL077W",1760,1183,1059,682,4648,4406,1255,1231,1119
"YKL073W",3396,2235,414,280,6816,6515,281,222,2586
"YKL072W",292,215,171,97,271,278,88,65,2241
"YKL071W",14,19,8,8,3,0,1,0,711
"YKL070W",8,3,2,7,1,1,5,3,450
"YKL069W",313,275,210,172,968,854,341,293,483
"YKL068W-A",245,204,226,111,331,314,192,148,177
"YKL068W",1831,1290,887,760,3271,2804,1099,894,2820
"YKL065W-A",62,49,70,60,157,199,235,262,162
"YKL064W",1448,1105,783,904,2258,1987,633,758,2850
"YKL062W",813,567,939,871,1881,1848,1181,1330,1833
"YKL061W",226,157,205,126,381,427,186,232,282
"YKL058W",507,403,274,161,1446,1244,590,551,309
"YKL053W",63,42,54,30,67,63,69,98,315
"YKL051W",814,515,748,795,1192,1130,845,900,1002
"YKL047W",560,412,339,239,950,982,287,286,1491
"YKL045W",488,311,250,186,1129,943,322,224,1527
"YKL044W",36,10,26,15,39,39,74,74,261
"YKL043W",209,174,157,126,350,294,118,119,1041
"YKL042W",415,291,189,164,1213,1147,328,439,1032
"YKL041W",330,264,263,284,1838,1760,975,955,615
"YKL039W",2974,2218,1575,1419,6403,6633,1875,2136,1512
"YKL038W",1446,905,822,868,912,846,369,502,3453
"YKL035W",11117,8945,3706,6059,55209,63262,7915,15314,1440
"YKL034W",674,388,261,251,902,842,237,278,2217
"YKL033W-A",798,592,569,329,1737,1574,513,505,651
"YKL033W",842,525,543,343,437,447,181,178,3057
"YKL031W",1,7,7,3,4,4,2,4,354
"YKL028W",811,685,539,368,979,997,408,405,1389
"YKL027W",869,725,692,626,1382,1319,563,538,1284
"YKL023W",243,208,209,210,1091,1238,484,523,774
"YKL019W",674,486,382,334,961,877,326,327,891
"YKL018W",626,449,351,258,1202,1284,536,537,930
"YKL015W",1330,877,371,215,703,650,114,118,2880
"YKL012W",480,409,439,408,1053,1018,511,530,1692
"YKL009W",751,553,673,365,2805,2490,1206,1001,651
"YKL007W",1381,973,866,731,4132,4314,1345,1455,747
"YKL006W",7460,4975,5934,3761,36031,28783,15334,11514,755
"YKL004W",1421,792,689,406,1320,1128,855,738,1146
"YKL002W",479,361,395,297,1922,1892,765,664,707
"YKR002W",1057,754,538,489,2001,1843,717,636,1647
"YKR003W",1258,882,711,578,2092,2237,784,835,1287
"YKR007W",186,167,133,95,766,712,319,273,495
"YKR008W",1251,796,676,453,1916,1815,522,556,1818
"YKR013W",4209,2238,1090,612,18115,13201,2704,1602,930
"YKR016W",1242,910,907,785,2915,2961,1153,1336,1563
"YKR020W",178,132,150,114,635,616,276,352,435
"YKR021W",969,577,507,392,827,736,263,256,2688
"YKR023W",304,225,200,210,1090,1199,335,405,1533
"YKR025W",212,176,128,87,1062,903,373,276,789
"YKR027W",638,509,311,221,663,535,141,136,2238
"YKR028W",1528,1087,776,598,1027,937,121,92,3042
"YKR030W",459,288,310,197,1007,999,418,478,762
"YKR035W-A",460,366,276,286,2541,2700,749,845,555
"YKR039W",1117,984,422,345,2429,2726,298,244,1749
"YKR041W",146,120,167,139,259,240,1343,991,693
"YKR042W",9156,5079,9006,5673,19379,13849,11234,7753,1038
"YKR044W",138,101,73,56,71,80,13,19,1272
"YKR047W",236,144,107,75,23,23,45,48,246
"YKR050W",940,478,361,359,134,119,91,86,2610
"YKR051W",489,284,380,263,233,193,175,166,1197
"YKR055W",280,192,201,190,591,545,294,281,816
"YKR056W",807,505,399,323,2140,1771,722,567,1860
"YKR057W",3591,2297,3275,2012,11204,8867,6757,6158,526
"YKR058W",372,200,257,351,267,224,175,368,1791
"YKR059W",14179,8528,7202,4702,42925,36944,11395,8397,1128
"YKR060W",274,163,173,141,652,653,283,195,765
"YKR061W",433,302,314,255,200,215,123,133,1218
"YKR062W",486,390,374,360,1949,1803,779,747,927
"YKR064W",796,617,498,347,475,506,157,180,2532
"YKR067W",1771,1170,648,654,3366,3469,899,1036,2172
"YKR069W",340,274,338,308,121,141,95,129,1722
"YKR070W",823,525,417,340,1780,1440,612,610,999
"YKR074W",348,255,298,239,1327,1354,745,786,408
"YKR075W-A",4,6,9,2,2,2,6,5,210
"YKR076W",454,338,250,210,1382,1536,606,543,1053
"YKR077W",515,348,269,236,1884,1820,715,790,1032
"YKR078W",401,216,188,219,407,404,155,139,1698
"YKR080W",1982,1600,1750,1123,4957,4740,2362,1985,903
"YKR082W",2423,1641,1651,1017,2443,2581,754,664,3414
"YKR086W",785,555,422,310,679,668,284,274,3156
"YKR090W",600,372,324,248,1269,1141,344,335,2061
"YKR091W",569,442,578,823,2001,2202,1495,2838,681
"YKR093W",706,488,954,762,1254,1395,725,726,1746
"YKR095W",2606,2051,1463,1071,3036,3037,542,397,5568
"YKR095W-A",147,122,81,71,1029,932,416,462,282
"YKR096W",1414,993,793,774,1364,1477,442,512,3528
"YKR097W",176,162,114,106,121,120,121,142,1590
"YKR099W",502,317,292,227,565,553,198,127,2376
"YKR101W",545,326,327,302,478,451,376,337,1905
"YKR102W",194,131,86,121,127,105,2,3,3450
"YKR103W",578,325,486,379,13,21,5,8,3597
"YKR104W",85,50,84,73,2,4,0,1,861
"YLL063C",214,171,146,145,202,251,118,96,1365
"YLL062C",44,30,25,26,10,12,7,5,915
"YLL060C",239,109,120,122,40,45,12,27,642
"YLL059C",66,48,56,80,45,67,93,128,447
"YLL057C",71,61,48,35,57,54,53,64,1179
"YLL056C",131,70,82,79,64,53,21,15,837
"YLL054C",287,175,145,58,156,143,18,12,2472
"YLL053C",169,118,113,89,1,1,0,1,399
"YLL051C",1270,885,969,749,810,871,337,270,2079
"YLL050C",4220,2898,2465,1478,18415,15992,5936,5178,551
"YLL048C",5078,3289,2695,2091,4578,4154,862,652,4926
"YLL045C",9554,5648,7252,5568,48151,37546,26533,21061,711
"YLL042C",60,65,51,34,97,81,42,56,444
"YLL041C",891,620,814,654,3197,3070,1931,2177,741
"YLL040C",6345,4691,2741,2486,7177,7181,1217,959,9375
"YLL039C",13749,10975,4373,5482,89279,98826,10258,16037,1086
"YLL038C",692,546,347,310,914,1259,926,1286,684
"YLL036C",575,377,355,313,1205,1110,484,546,1452
"YLL034C",885,615,570,364,1435,1215,388,216,2454
"YLL032C",695,390,362,267,477,549,171,125,2418
"YLL031C",1662,1031,607,470,1795,1577,313,274,2994
"YLL024C",105598,69468,4560,4678,577944,507266,9315,10072,1860
"YLL023C",1201,850,1062,1044,4010,4536,2096,2661,780
"YLL022C",195,123,67,49,827,625,195,116,1098
"YLL019C",1952,1349,1417,1456,1981,2205,1091,994,2154
"YLL018C-A",523,299,314,383,608,584,807,830,237
"YLL018C",4417,2931,1699,1504,21205,18135,5004,4455,1614
"YLL013C",1847,1268,973,674,2253,2290,697,546,2580
"YLL010C",841,585,574,502,1358,1438,765,856,1224
"YLL009C",600,465,188,155,3243,3815,410,443,150
"YLL007C",492,373,404,280,692,767,325,365,1938
"YLR001C",1161,786,627,429,1191,1271,308,333,2529
"YLR002C",968,576,655,391,1876,1786,542,428,1932
"YLR003C",491,354,387,277,1171,956,483,412,816
"YLR004C",71,60,30,33,89,82,31,17,1512
"YLR006C",557,563,490,429,935,944,550,512,2079
"YLR008C",947,783,533,328,2123,1940,483,425,447
"YLR010C",163,117,125,80,94,83,97,108,423
"YLR014C",587,393,301,233,327,262,65,55,2655
"YLR016C",294,219,183,206,623,693,340,370,555
"YLR018C",628,382,432,263,1085,874,402,364,840
"YLR020C",670,428,359,267,614,478,199,190,1557
"YLR022C",401,402,451,332,1433,1194,757,844,693
"YLR023C",1376,869,813,592,936,1006,290,324,1572
"YLR024C",1531,1094,522,362,548,543,81,80,5559
"YLR026C",469,379,283,270,2071,2077,699,679,963
"YLR027C",3511,2263,1186,939,14352,12959,2859,2355,1197
"YLR028C",4017,3169,1906,1768,9484,9523,2086,2052,1716
"YLR029C",14645,9672,13715,10119,60078,50514,35075,24850,555
"YLR034C",2932,1956,2183,1246,3787,3812,1270,1232,1362
"YLR035C",417,303,232,225,278,229,142,170,2028
"YLR036C",289,214,233,109,358,387,210,219,552
"YLR037C",164,122,124,142,48,47,25,47,315
"YLR038C",932,647,838,479,3520,3247,1754,1780,192
"YLR039C",1144,796,683,470,886,929,277,280,3111
"YLR040C",272,185,161,113,1050,1009,374,320,615
"YLR042C",120,59,29,14,673,521,90,82,426
"YLR043C",1839,1208,908,485,8604,7856,3315,2690,252
"YLR044C",146983,88072,27031,24294,481014,426214,59682,42725,1632
"YLR045C",704,478,309,238,1307,1203,307,278,2607
"YLR046C",354,241,230,187,0,2,0,2,753
"YLR047C",1181,729,707,617,411,376,254,308,2001
"YLR049C",906,565,685,532,1547,1445,757,926,1227
"YLR050C",477,299,301,232,1742,1586,650,591,426
"YLR051C",451,318,347,237,1164,1109,409,363,594
"YLR053C",13,11,11,6,27,23,3,8,267
"YLR054C",103,78,73,77,165,180,67,95,2202
"YLR055C",564,385,240,211,1072,1001,274,193,1749
"YLR058C",12004,8001,8474,7224,42116,38649,19105,15796,1350
"YLR059C",310,214,126,113,1097,1207,367,346,750
"YLR065C",433,309,320,198,843,881,421,410,486
"YLR067C",679,515,379,248,294,248,80,60,2838
"YLR069C",1563,1089,571,419,3673,3408,421,359,2226
"YLR070C",83,68,55,82,299,341,126,228,1011
"YLR071C",1845,1158,1072,809,1777,1916,717,553,3189
"YLR073C",506,260,323,229,527,396,458,364,543
"YLR074C",231,185,211,197,1857,1690,1232,1293,441
"YLR078C",657,395,445,322,1665,1683,504,461,764
"YLR082C",401,336,304,243,782,787,369,431,1119
"YLR083C",1911,1168,977,503,3028,2437,664,545,1944
"YLR084C",2179,1309,1077,529,1590,1291,340,174,3603
"YLR085C",364,228,251,226,510,507,253,314,1257
"YLR087C",2355,1540,891,683,474,428,90,76,8817
"YLR089C",1337,878,636,611,4354,4337,1352,1367,1719
"YLR093C",1197,911,1068,885,3881,4105,1413,1811,843
"YLR094C",730,463,326,327,1534,1542,450,496,1449
"YLR095C",826,562,372,296,1730,1722,442,453,2379
"YLR097C",454,324,350,266,558,541,236,323,975
"YLR098C",584,404,351,331,455,456,300,308,1887
"YLR099C",519,361,177,136,844,833,272,243,1125
"YLR103C",471,272,157,88,449,441,107,93,1893
"YLR105C",337,245,180,151,399,427,209,220,1074
"YLR106C",4976,2711,2671,1902,1378,1051,395,247,14673
"YLR108C",268,198,234,150,192,227,129,138,1398
"YLR110C",37833,18234,21073,18119,149285,140791,85946,82209,342
"YLR114C",1184,896,659,462,1118,1035,298,254,2235
"YLR117C",564,453,372,347,816,761,468,521,2004
"YLR118C",910,603,587,431,2890,2822,1344,1465,624
"YLR120C",2915,1995,1088,1035,7781,7023,1374,1467,1650
"YLR121C",374,219,66,47,983,749,118,51,1467
"YLR126C",424,285,103,79,925,838,91,115,696
"YLR127C",598,397,316,242,431,433,207,192,2502
"YLR130C",2296,1519,2324,1818,1539,1409,1473,1368,1209
"YLR131C",581,383,235,211,780,734,154,101,2253
"YLR132C",274,181,131,124,320,428,140,203,813
"YLR136C",592,477,306,324,1717,1979,389,539,798
"YLR139C",510,287,268,199,794,813,320,267,1872
"YLR144C",1075,645,633,535,1520,1458,648,652,2280
"YLR146C",398,248,286,193,478,411,178,158,843
"YLR147C",121,103,114,104,750,730,417,431,246
"YLR149C",742,562,432,592,1017,1219,409,701,2133
"YLR151C",257,196,117,134,512,531,155,239,963
"YLR152C",501,290,393,418,238,243,241,380,1671
"YLR153C",6655,4477,2688,1763,18934,16550,3766,2894,1992
"YLR154C",192,110,119,120,855,794,411,449,273
"YLR163C",951,618,424,333,2635,2611,552,513,1329
"YLR165C",121,66,131,115,135,147,107,152,705
"YLR166C",1523,1041,848,540,1272,1255,345,368,2556
"YLR168C",574,429,443,373,1037,1082,434,489,633
